,Time_Stamp,Present_Signals,Number_of_People
189,1900-01-01 15:45:00,883,2656
190,1900-01-01 15:50:00,849,2656
191,1900-01-01 15:55:00,869,2280
192,1900-01-01 16:00:00,836,2808
193,1900-01-01 16:05:00,848,2808
194,1900-01-01 16:10:00,852,2808
195,1900-01-01 16:15:00,869,2808
196,1900-01-01 16:20:00,859,2808
197,1900-01-01 16:25:00,856,2799
198,1900-01-01 16:30:00,844,2799
199,1900-01-01 16:35:00,825,2799
200,1900-01-01 16:40:00,826,2799
201,1900-01-01 16:45:00,784,2799
202,1900-01-01 16:50:00,757,2799
203,1900-01-01 16:55:00,772,155
204,1900-01-01 17:00:00,759,1902
205,1900-01-01 17:05:00,780,1902
206,1900-01-01 17:10:00,777,1902
207,1900-01-01 17:15:00,768,1902
208,1900-01-01 17:20:00,774,1902
209,1900-01-01 17:25:00,776,1803
210,1900-01-01 17:30:00,750,1825
211,1900-01-01 17:35:00,758,1825
212,1900-01-01 17:40:00,754,1825
213,1900-01-01 17:45:00,752,1825
214,1900-01-01 17:50:00,753,1825
215,1900-01-01 17:55:00,739,1311
216,1900-01-01 18:00:00,795,1797
217,1900-01-01 18:05:00,777,1797
218,1900-01-01 18:10:00,747,1797
219,1900-01-01 18:15:00,735,1797
220,1900-01-01 18:20:00,722,1797
221,1900-01-01 18:25:00,705,1128
222,1900-01-01 18:30:00,713,1981
223,1900-01-01 18:35:00,710,1952
224,1900-01-01 18:40:00,678,1952
225,1900-01-01 18:45:00,681,1952
226,1900-01-01 18:50:00,674,1952
227,1900-01-01 18:55:00,677,1407
228,1900-01-01 19:00:00,666,2279
229,1900-01-01 19:05:00,650,2279
230,1900-01-01 19:10:00,654,2279
231,1900-01-01 19:15:00,640,2279
232,1900-01-01 19:20:00,644,2279
233,1900-01-01 19:25:00,639,2086
234,1900-01-01 19:30:00,632,2086
235,1900-01-01 19:35:00,632,2086
236,1900-01-01 19:40:00,622,2086
237,1900-01-01 19:45:00,619,2086
238,1900-01-01 19:50:00,605,2086
239,1900-01-01 19:55:00,603,418
240,1900-01-01 20:00:00,598,1331
241,1900-01-01 20:05:00,597,1331
242,1900-01-01 20:10:00,589,1331
243,1900-01-01 20:15:00,595,1331
244,1900-01-01 20:20:00,592,1331
245,1900-01-01 20:25:00,598,1193
246,1900-01-01 20:30:00,596,1193
247,1900-01-01 20:35:00,580,1193
248,1900-01-01 20:40:00,588,1193
249,1900-01-01 20:45:00,588,1193
250,1900-01-01 20:50:00,590,1193
251,1900-01-01 20:55:00,550,280
252,1900-01-01 21:00:00,540,559
253,1900-01-01 21:05:00,544,559
254,1900-01-01 21:10:00,533,559
255,1900-01-01 21:15:00,529,559
256,1900-01-01 21:20:00,537,559
257,1900-01-01 21:25:00,530,279
258,1900-01-01 21:30:00,525,279
259,1900-01-01 21:35:00,523,279
260,1900-01-01 21:40:00,513,279
261,1900-01-01 21:45:00,519,279
262,1900-01-01 21:50:00,500,279
263,1900-01-01 21:55:00,503,0
264,1900-01-01 22:00:00,487,0
265,1900-01-01 22:05:00,483,0
266,1900-01-01 22:10:00,469,0
267,1900-01-01 22:15:00,466,0
268,1900-01-01 22:20:00,456,0
269,1900-01-01 22:25:00,458,0
270,1900-01-01 22:30:00,484,0
271,1900-01-01 22:35:00,470,0
272,1900-01-01 22:40:00,462,0
273,1900-01-01 22:45:00,460,0
274,1900-01-01 22:50:00,448,0
275,1900-01-01 22:55:00,452,0
276,1900-01-01 23:00:00,451,0
277,1900-01-01 23:05:00,447,0
278,1900-01-01 23:10:00,452,0
279,1900-01-01 23:15:00,454,0
280,1900-01-01 23:20:00,436,0
281,1900-01-01 23:25:00,425,0
282,1900-01-01 23:30:00,430,0
283,1900-01-01 23:35:00,410,0
284,1900-01-01 23:40:00,405,0
285,1900-01-01 23:45:00,411,0
286,1900-01-01 23:50:00,358,0
287,1900-01-01 23:55:00,356,0
