,Time_Stamp,Number_of_People
91,1900-01-01 07:35:00,179
92,1900-01-01 07:40:00,179
93,1900-01-01 07:45:00,179
94,1900-01-01 07:50:00,179
95,1900-01-01 07:55:00,179
96,1900-01-01 08:00:00,727
97,1900-01-01 08:05:00,727
98,1900-01-01 08:10:00,727
99,1900-01-01 08:15:00,727
100,1900-01-01 08:20:00,727
101,1900-01-01 08:25:00,727
102,1900-01-01 08:30:00,812
103,1900-01-01 08:35:00,812
104,1900-01-01 08:40:00,812
105,1900-01-01 08:45:00,812
106,1900-01-01 08:50:00,812
107,1900-01-01 08:55:00,698
108,1900-01-01 09:00:00,981
109,1900-01-01 09:05:00,981
110,1900-01-01 09:10:00,981
111,1900-01-01 09:15:00,981
112,1900-01-01 09:20:00,981
113,1900-01-01 09:25:00,394
114,1900-01-01 09:30:00,2170
115,1900-01-01 09:35:00,2170
116,1900-01-01 09:40:00,2170
117,1900-01-01 09:45:00,2170
118,1900-01-01 09:50:00,2170
119,1900-01-01 09:55:00,1859
120,1900-01-01 10:00:00,2210
121,1900-01-01 10:05:00,2210
122,1900-01-01 10:10:00,2210
123,1900-01-01 10:15:00,2210
124,1900-01-01 10:20:00,2210
125,1900-01-01 10:25:00,2201
126,1900-01-01 10:30:00,2201
127,1900-01-01 10:35:00,2201
128,1900-01-01 10:40:00,2201
129,1900-01-01 10:45:00,2201
130,1900-01-01 10:50:00,2201
131,1900-01-01 10:55:00,119
132,1900-01-01 11:00:00,1658
133,1900-01-01 11:05:00,1658
134,1900-01-01 11:10:00,1658
135,1900-01-01 11:15:00,1658
136,1900-01-01 11:20:00,1658
137,1900-01-01 11:25:00,1626
138,1900-01-01 11:30:00,1626
139,1900-01-01 11:35:00,1626
140,1900-01-01 11:40:00,1626
141,1900-01-01 11:45:00,1626
142,1900-01-01 11:50:00,1626
143,1900-01-01 11:55:00,1403
144,1900-01-01 12:00:00,1691
145,1900-01-01 12:05:00,1691
146,1900-01-01 12:10:00,1691
147,1900-01-01 12:15:00,1691
148,1900-01-01 12:20:00,1691
149,1900-01-01 12:25:00,417
150,1900-01-01 12:30:00,2694
151,1900-01-01 12:35:00,2694
152,1900-01-01 12:40:00,2694
153,1900-01-01 12:45:00,2694
154,1900-01-01 12:50:00,2694
155,1900-01-01 12:55:00,2384
156,1900-01-01 13:00:00,2581
157,1900-01-01 13:05:00,2581
158,1900-01-01 13:10:00,2581
159,1900-01-01 13:15:00,2581
160,1900-01-01 13:20:00,2581
161,1900-01-01 13:25:00,2514
162,1900-01-01 13:30:00,2545
163,1900-01-01 13:35:00,2545
164,1900-01-01 13:40:00,2545
165,1900-01-01 13:45:00,2545
166,1900-01-01 13:50:00,2545
167,1900-01-01 13:55:00,158
168,1900-01-01 14:00:00,2426
169,1900-01-01 14:05:00,2426
170,1900-01-01 14:10:00,2426
171,1900-01-01 14:15:00,2426
172,1900-01-01 14:20:00,2426
173,1900-01-01 14:25:00,2376
174,1900-01-01 14:30:00,2376
175,1900-01-01 14:35:00,2376
176,1900-01-01 14:40:00,2376
177,1900-01-01 14:45:00,2376
178,1900-01-01 14:50:00,2376
179,1900-01-01 14:55:00,2072
180,1900-01-01 15:00:00,2401
181,1900-01-01 15:05:00,2401
182,1900-01-01 15:10:00,2401
183,1900-01-01 15:15:00,2401
184,1900-01-01 15:20:00,2401
185,1900-01-01 15:25:00,474
186,1900-01-01 15:30:00,2644
187,1900-01-01 15:35:00,2644
188,1900-01-01 15:40:00,2644
189,1900-01-01 15:45:00,2644
190,1900-01-01 15:50:00,2644
191,1900-01-01 15:55:00,2266
192,1900-01-01 16:00:00,2645
193,1900-01-01 16:05:00,2645
194,1900-01-01 16:10:00,2645
195,1900-01-01 16:15:00,2645
196,1900-01-01 16:20:00,2645
197,1900-01-01 16:25:00,2632
198,1900-01-01 16:30:00,2642
199,1900-01-01 16:35:00,2642
200,1900-01-01 16:40:00,2642
201,1900-01-01 16:45:00,2642
202,1900-01-01 16:50:00,2642
203,1900-01-01 16:55:00,68
204,1900-01-01 17:00:00,1852
205,1900-01-01 17:05:00,1852
206,1900-01-01 17:10:00,1852
207,1900-01-01 17:15:00,1852
208,1900-01-01 17:20:00,1852
209,1900-01-01 17:25:00,1824
210,1900-01-01 17:30:00,1905
211,1900-01-01 17:35:00,1905
212,1900-01-01 17:40:00,1905
213,1900-01-01 17:45:00,1905
214,1900-01-01 17:50:00,1905
215,1900-01-01 17:55:00,1143
216,1900-01-01 18:00:00,1701
217,1900-01-01 18:05:00,1701
218,1900-01-01 18:10:00,1701
219,1900-01-01 18:15:00,1701
220,1900-01-01 18:20:00,1701
221,1900-01-01 18:25:00,982
222,1900-01-01 18:30:00,1526
223,1900-01-01 18:35:00,1526
224,1900-01-01 18:40:00,1526
225,1900-01-01 18:45:00,1526
226,1900-01-01 18:50:00,1526
227,1900-01-01 18:55:00,840
228,1900-01-01 19:00:00,1814
229,1900-01-01 19:05:00,1814
230,1900-01-01 19:10:00,1814
231,1900-01-01 19:15:00,1814
232,1900-01-01 19:20:00,1814
233,1900-01-01 19:25:00,1792
234,1900-01-01 19:30:00,1792
235,1900-01-01 19:35:00,1792
236,1900-01-01 19:40:00,1792
237,1900-01-01 19:45:00,1792
238,1900-01-01 19:50:00,1792
239,1900-01-01 19:55:00,336
240,1900-01-01 20:00:00,968
241,1900-01-01 20:05:00,968
242,1900-01-01 20:10:00,968
243,1900-01-01 20:15:00,968
244,1900-01-01 20:20:00,968
245,1900-01-01 20:25:00,830
246,1900-01-01 20:30:00,830
247,1900-01-01 20:35:00,830
248,1900-01-01 20:40:00,830
249,1900-01-01 20:45:00,830
250,1900-01-01 20:50:00,830
251,1900-01-01 20:55:00,169
252,1900-01-01 21:00:00,336
253,1900-01-01 21:05:00,336
254,1900-01-01 21:10:00,336
255,1900-01-01 21:15:00,336
256,1900-01-01 21:20:00,336
257,1900-01-01 21:25:00,194
258,1900-01-01 21:30:00,194
259,1900-01-01 21:35:00,194
260,1900-01-01 21:40:00,194
261,1900-01-01 21:45:00,194
262,1900-01-01 21:50:00,194
263,1900-01-01 21:55:00,0
264,1900-01-01 22:00:00,0
265,1900-01-01 22:05:00,0
266,1900-01-01 22:10:00,0
267,1900-01-01 22:15:00,0
268,1900-01-01 22:20:00,0
269,1900-01-01 22:25:00,0
270,1900-01-01 22:30:00,0
271,1900-01-01 22:35:00,0
272,1900-01-01 22:40:00,0
273,1900-01-01 22:45:00,0
274,1900-01-01 22:50:00,0
275,1900-01-01 22:55:00,0
276,1900-01-01 23:00:00,0
277,1900-01-01 23:05:00,0
278,1900-01-01 23:10:00,0
279,1900-01-01 23:15:00,0
280,1900-01-01 23:20:00,0
281,1900-01-01 23:25:00,0
282,1900-01-01 23:30:00,0
283,1900-01-01 23:35:00,0
284,1900-01-01 23:40:00,0
285,1900-01-01 23:45:00,0
286,1900-01-01 23:50:00,0
287,1900-01-01 23:55:00,0
