,Time_Stamp,Present_Signals
91,1900-01-01 07:35:00,77
92,1900-01-01 07:40:00,81
93,1900-01-01 07:45:00,90
94,1900-01-01 07:50:00,97
95,1900-01-01 07:55:00,98
96,1900-01-01 08:00:00,110
97,1900-01-01 08:05:00,107
98,1900-01-01 08:10:00,111
99,1900-01-01 08:15:00,118
100,1900-01-01 08:20:00,121
101,1900-01-01 08:25:00,135
102,1900-01-01 08:30:00,139
103,1900-01-01 08:35:00,150
104,1900-01-01 08:40:00,157
105,1900-01-01 08:45:00,153
106,1900-01-01 08:50:00,162
107,1900-01-01 08:55:00,183
108,1900-01-01 09:00:00,205
109,1900-01-01 09:05:00,213
110,1900-01-01 09:10:00,228
111,1900-01-01 09:15:00,241
112,1900-01-01 09:20:00,253
113,1900-01-01 09:25:00,270
114,1900-01-01 09:30:00,287
115,1900-01-01 09:35:00,315
116,1900-01-01 09:40:00,315
117,1900-01-01 09:45:00,336
118,1900-01-01 09:50:00,318
119,1900-01-01 09:55:00,351
120,1900-01-01 10:00:00,400
121,1900-01-01 10:05:00,415
122,1900-01-01 10:10:00,458
123,1900-01-01 10:15:00,465
124,1900-01-01 10:20:00,479
125,1900-01-01 10:25:00,501
126,1900-01-01 10:30:00,524
127,1900-01-01 10:35:00,528
128,1900-01-01 10:40:00,521
129,1900-01-01 10:45:00,539
130,1900-01-01 10:50:00,503
131,1900-01-01 10:55:00,525
132,1900-01-01 11:00:00,550
133,1900-01-01 11:05:00,578
134,1900-01-01 11:10:00,588
135,1900-01-01 11:15:00,611
136,1900-01-01 11:20:00,608
137,1900-01-01 11:25:00,607
138,1900-01-01 11:30:00,613
139,1900-01-01 11:35:00,611
140,1900-01-01 11:40:00,621
141,1900-01-01 11:45:00,602
142,1900-01-01 11:50:00,570
143,1900-01-01 11:55:00,568
144,1900-01-01 12:00:00,575
145,1900-01-01 12:05:00,613
146,1900-01-01 12:10:00,632
147,1900-01-01 12:15:00,632
148,1900-01-01 12:20:00,644
149,1900-01-01 12:25:00,649
150,1900-01-01 12:30:00,659
151,1900-01-01 12:35:00,673
152,1900-01-01 12:40:00,667
153,1900-01-01 12:45:00,671
154,1900-01-01 12:50:00,655
155,1900-01-01 12:55:00,689
156,1900-01-01 13:00:00,707
157,1900-01-01 13:05:00,726
158,1900-01-01 13:10:00,757
159,1900-01-01 13:15:00,761
160,1900-01-01 13:20:00,755
161,1900-01-01 13:25:00,776
162,1900-01-01 13:30:00,792
163,1900-01-01 13:35:00,792
164,1900-01-01 13:40:00,675
165,1900-01-01 13:45:00,785
166,1900-01-01 13:50:00,639
167,1900-01-01 13:55:00,686
168,1900-01-01 14:00:00,786
169,1900-01-01 14:05:00,765
170,1900-01-01 14:10:00,822
171,1900-01-01 14:15:00,740
172,1900-01-01 14:20:00,844
173,1900-01-01 14:25:00,847
174,1900-01-01 14:30:00,857
175,1900-01-01 14:35:00,863
176,1900-01-01 14:40:00,874
177,1900-01-01 14:45:00,840
178,1900-01-01 14:50:00,819
179,1900-01-01 14:55:00,801
180,1900-01-01 15:00:00,837
181,1900-01-01 15:05:00,848
182,1900-01-01 15:10:00,847
183,1900-01-01 15:15:00,861
184,1900-01-01 15:20:00,879
185,1900-01-01 15:25:00,835
186,1900-01-01 15:30:00,873
187,1900-01-01 15:35:00,875
188,1900-01-01 15:40:00,866
189,1900-01-01 15:45:00,847
190,1900-01-01 15:50:00,696
191,1900-01-01 15:55:00,684
192,1900-01-01 16:00:00,708
193,1900-01-01 16:05:00,710
194,1900-01-01 16:10:00,730
195,1900-01-01 16:15:00,723
196,1900-01-01 16:20:00,719
197,1900-01-01 16:25:00,726
198,1900-01-01 16:30:00,722
199,1900-01-01 16:35:00,733
200,1900-01-01 16:40:00,694
201,1900-01-01 16:45:00,660
202,1900-01-01 16:50:00,650
203,1900-01-01 16:55:00,627
204,1900-01-01 17:00:00,626
205,1900-01-01 17:05:00,759
206,1900-01-01 17:10:00,751
207,1900-01-01 17:15:00,769
208,1900-01-01 17:20:00,703
209,1900-01-01 17:25:00,738
210,1900-01-01 17:30:00,733
211,1900-01-01 17:35:00,725
212,1900-01-01 17:40:00,724
213,1900-01-01 17:45:00,717
214,1900-01-01 17:50:00,691
215,1900-01-01 17:55:00,683
216,1900-01-01 18:00:00,677
217,1900-01-01 18:05:00,665
218,1900-01-01 18:10:00,668
219,1900-01-01 18:15:00,658
220,1900-01-01 18:20:00,672
221,1900-01-01 18:25:00,655
222,1900-01-01 18:30:00,660
223,1900-01-01 18:35:00,638
224,1900-01-01 18:40:00,631
225,1900-01-01 18:45:00,633
226,1900-01-01 18:50:00,615
227,1900-01-01 18:55:00,615
228,1900-01-01 19:00:00,625
229,1900-01-01 19:05:00,633
230,1900-01-01 19:10:00,627
231,1900-01-01 19:15:00,600
232,1900-01-01 19:20:00,632
233,1900-01-01 19:25:00,624
234,1900-01-01 19:30:00,617
235,1900-01-01 19:35:00,631
236,1900-01-01 19:40:00,616
237,1900-01-01 19:45:00,609
238,1900-01-01 19:50:00,609
239,1900-01-01 19:55:00,614
240,1900-01-01 20:00:00,599
241,1900-01-01 20:05:00,614
242,1900-01-01 20:10:00,603
243,1900-01-01 20:15:00,600
244,1900-01-01 20:20:00,611
245,1900-01-01 20:25:00,623
246,1900-01-01 20:30:00,607
247,1900-01-01 20:35:00,609
248,1900-01-01 20:40:00,596
249,1900-01-01 20:45:00,598
250,1900-01-01 20:50:00,581
251,1900-01-01 20:55:00,635
252,1900-01-01 21:00:00,630
253,1900-01-01 21:05:00,642
254,1900-01-01 21:10:00,629
255,1900-01-01 21:15:00,641
256,1900-01-01 21:20:00,634
257,1900-01-01 21:25:00,623
258,1900-01-01 21:30:00,599
259,1900-01-01 21:35:00,603
260,1900-01-01 21:40:00,590
261,1900-01-01 21:45:00,591
262,1900-01-01 21:50:00,581
263,1900-01-01 21:55:00,573
264,1900-01-01 22:00:00,572
265,1900-01-01 22:05:00,561
266,1900-01-01 22:10:00,550
267,1900-01-01 22:15:00,534
268,1900-01-01 22:20:00,542
269,1900-01-01 22:25:00,530
270,1900-01-01 22:30:00,510
271,1900-01-01 22:35:00,512
272,1900-01-01 22:40:00,510
273,1900-01-01 22:45:00,503
274,1900-01-01 22:50:00,498
275,1900-01-01 22:55:00,476
276,1900-01-01 23:00:00,472
277,1900-01-01 23:05:00,458
278,1900-01-01 23:10:00,446
279,1900-01-01 23:15:00,435
280,1900-01-01 23:20:00,437
281,1900-01-01 23:25:00,426
282,1900-01-01 23:30:00,418
283,1900-01-01 23:35:00,385
284,1900-01-01 23:40:00,385
285,1900-01-01 23:45:00,361
286,1900-01-01 23:50:00,362
287,1900-01-01 23:55:00,380
