,Time_Stamp,Present_Signals
91,1900-01-01 07:35:00,98
92,1900-01-01 07:40:00,103
93,1900-01-01 07:45:00,102
94,1900-01-01 07:50:00,113
95,1900-01-01 07:55:00,116
96,1900-01-01 08:00:00,118
97,1900-01-01 08:05:00,124
98,1900-01-01 08:10:00,126
99,1900-01-01 08:15:00,134
100,1900-01-01 08:20:00,141
101,1900-01-01 08:25:00,150
102,1900-01-01 08:30:00,159
103,1900-01-01 08:35:00,173
104,1900-01-01 08:40:00,180
105,1900-01-01 08:45:00,193
106,1900-01-01 08:50:00,203
107,1900-01-01 08:55:00,216
108,1900-01-01 09:00:00,223
109,1900-01-01 09:05:00,233
110,1900-01-01 09:10:00,245
111,1900-01-01 09:15:00,249
112,1900-01-01 09:20:00,247
113,1900-01-01 09:25:00,257
114,1900-01-01 09:30:00,308
115,1900-01-01 09:35:00,320
116,1900-01-01 09:40:00,375
117,1900-01-01 09:45:00,363
118,1900-01-01 09:50:00,379
119,1900-01-01 09:55:00,409
120,1900-01-01 10:00:00,417
121,1900-01-01 10:05:00,436
122,1900-01-01 10:10:00,451
123,1900-01-01 10:15:00,459
124,1900-01-01 10:20:00,482
125,1900-01-01 10:25:00,493
126,1900-01-01 10:30:00,508
127,1900-01-01 10:35:00,511
128,1900-01-01 10:40:00,515
129,1900-01-01 10:45:00,507
130,1900-01-01 10:50:00,511
131,1900-01-01 10:55:00,518
132,1900-01-01 11:00:00,570
133,1900-01-01 11:05:00,596
134,1900-01-01 11:10:00,625
135,1900-01-01 11:15:00,580
136,1900-01-01 11:20:00,593
137,1900-01-01 11:25:00,606
138,1900-01-01 11:30:00,618
139,1900-01-01 11:35:00,632
140,1900-01-01 11:40:00,638
141,1900-01-01 11:45:00,657
142,1900-01-01 11:50:00,663
143,1900-01-01 11:55:00,671
144,1900-01-01 12:00:00,671
145,1900-01-01 12:05:00,660
146,1900-01-01 12:10:00,652
147,1900-01-01 12:15:00,639
148,1900-01-01 12:20:00,627
149,1900-01-01 12:25:00,613
150,1900-01-01 12:30:00,613
151,1900-01-01 12:35:00,649
152,1900-01-01 12:40:00,645
153,1900-01-01 12:45:00,660
154,1900-01-01 12:50:00,680
155,1900-01-01 12:55:00,685
156,1900-01-01 13:00:00,703
157,1900-01-01 13:05:00,725
158,1900-01-01 13:10:00,732
159,1900-01-01 13:15:00,748
160,1900-01-01 13:20:00,771
161,1900-01-01 13:25:00,785
162,1900-01-01 13:30:00,797
163,1900-01-01 13:35:00,788
164,1900-01-01 13:40:00,771
165,1900-01-01 13:45:00,755
166,1900-01-01 13:50:00,742
167,1900-01-01 13:55:00,748
168,1900-01-01 14:00:00,743
169,1900-01-01 14:05:00,776
170,1900-01-01 14:10:00,782
171,1900-01-01 14:15:00,801
172,1900-01-01 14:20:00,813
173,1900-01-01 14:25:00,827
174,1900-01-01 14:30:00,829
175,1900-01-01 14:35:00,832
176,1900-01-01 14:40:00,860
177,1900-01-01 14:45:00,846
178,1900-01-01 14:50:00,847
179,1900-01-01 14:55:00,842
180,1900-01-01 15:00:00,848
181,1900-01-01 15:05:00,839
182,1900-01-01 15:10:00,848
183,1900-01-01 15:15:00,831
184,1900-01-01 15:20:00,806
185,1900-01-01 15:25:00,788
186,1900-01-01 15:30:00,829
187,1900-01-01 15:35:00,837
188,1900-01-01 15:40:00,851
189,1900-01-01 15:45:00,883
190,1900-01-01 15:50:00,849
191,1900-01-01 15:55:00,869
192,1900-01-01 16:00:00,836
193,1900-01-01 16:05:00,848
194,1900-01-01 16:10:00,852
195,1900-01-01 16:15:00,869
196,1900-01-01 16:20:00,859
197,1900-01-01 16:25:00,856
198,1900-01-01 16:30:00,844
199,1900-01-01 16:35:00,825
200,1900-01-01 16:40:00,826
201,1900-01-01 16:45:00,784
202,1900-01-01 16:50:00,757
203,1900-01-01 16:55:00,772
204,1900-01-01 17:00:00,759
205,1900-01-01 17:05:00,780
206,1900-01-01 17:10:00,777
207,1900-01-01 17:15:00,768
208,1900-01-01 17:20:00,774
209,1900-01-01 17:25:00,776
210,1900-01-01 17:30:00,750
211,1900-01-01 17:35:00,758
212,1900-01-01 17:40:00,754
213,1900-01-01 17:45:00,752
214,1900-01-01 17:50:00,753
215,1900-01-01 17:55:00,739
216,1900-01-01 18:00:00,795
217,1900-01-01 18:05:00,777
218,1900-01-01 18:10:00,747
219,1900-01-01 18:15:00,735
220,1900-01-01 18:20:00,722
221,1900-01-01 18:25:00,705
222,1900-01-01 18:30:00,713
223,1900-01-01 18:35:00,710
224,1900-01-01 18:40:00,678
225,1900-01-01 18:45:00,681
226,1900-01-01 18:50:00,674
227,1900-01-01 18:55:00,677
228,1900-01-01 19:00:00,666
229,1900-01-01 19:05:00,650
230,1900-01-01 19:10:00,654
231,1900-01-01 19:15:00,640
232,1900-01-01 19:20:00,644
233,1900-01-01 19:25:00,639
234,1900-01-01 19:30:00,632
235,1900-01-01 19:35:00,632
236,1900-01-01 19:40:00,622
237,1900-01-01 19:45:00,619
238,1900-01-01 19:50:00,605
239,1900-01-01 19:55:00,603
240,1900-01-01 20:00:00,598
241,1900-01-01 20:05:00,597
242,1900-01-01 20:10:00,589
243,1900-01-01 20:15:00,595
244,1900-01-01 20:20:00,592
245,1900-01-01 20:25:00,598
246,1900-01-01 20:30:00,596
247,1900-01-01 20:35:00,580
248,1900-01-01 20:40:00,588
249,1900-01-01 20:45:00,588
250,1900-01-01 20:50:00,590
251,1900-01-01 20:55:00,550
252,1900-01-01 21:00:00,540
253,1900-01-01 21:05:00,544
254,1900-01-01 21:10:00,533
255,1900-01-01 21:15:00,529
256,1900-01-01 21:20:00,537
257,1900-01-01 21:25:00,530
258,1900-01-01 21:30:00,525
259,1900-01-01 21:35:00,523
260,1900-01-01 21:40:00,513
261,1900-01-01 21:45:00,519
262,1900-01-01 21:50:00,500
263,1900-01-01 21:55:00,503
264,1900-01-01 22:00:00,487
265,1900-01-01 22:05:00,483
266,1900-01-01 22:10:00,469
267,1900-01-01 22:15:00,466
268,1900-01-01 22:20:00,456
269,1900-01-01 22:25:00,458
270,1900-01-01 22:30:00,484
271,1900-01-01 22:35:00,470
272,1900-01-01 22:40:00,462
273,1900-01-01 22:45:00,460
274,1900-01-01 22:50:00,448
275,1900-01-01 22:55:00,452
276,1900-01-01 23:00:00,451
277,1900-01-01 23:05:00,447
278,1900-01-01 23:10:00,452
279,1900-01-01 23:15:00,454
280,1900-01-01 23:20:00,436
281,1900-01-01 23:25:00,425
282,1900-01-01 23:30:00,430
283,1900-01-01 23:35:00,410
284,1900-01-01 23:40:00,405
285,1900-01-01 23:45:00,411
286,1900-01-01 23:50:00,358
287,1900-01-01 23:55:00,356
